no,ministry,bureau,name,code,account,new_or_continue,support_type,subsidy_rate,executor,beneficiary,period,total_cost,budget_2025,budget_2026,cost_5y,budget_nums,daegu_mention,region_scope,purpose,history,basis,page,source,volume,source_url
2,산업통상부,,양자산업협력,1931-301,일반회계,,,,"산업통상부, 한일산업협력기술재단, KOTRA 등 국제협력사업 수행기관",해외 수출·수주 및 투자유치 등 추진 중인 국내 기업·기관,‘93년~,해당사항 없음,10565,9683,"8,989 8,335 9,511 10,565 9,683","9,531|10,565|10,565|9,683|9,683|882|8|9,192",,,,"- 사업 시작년도, 추진배경, 부처별 중점과제, 대통령 공약사항 등 - 사업시작년도 : 1993년부터 수행 중 - 45 - * 한일정상회담(서울)에서 무역불균형 시정을 위한 실천사업이 합의(1992.1월)되고, 한일 산업 협력 사업 시행(1993.1월), 이후 한미·한EU·한아세안 산업기술협력사업(1998.1) 및 한중동 산업협력사업(‘03.1) 등으로 확대 시행 * 통상기반조성및역량강화 사업 내역사업이었던 한미간신경제통상구축 사업(‘18년) 및 별도 세부 사업이었던 한중일통상협력기반구축 사업(‘20년) 흡수·통합",,49,산업통상부 2026년도 예산 및 기금운용계획 사업설명자료(5._2026년_국회확정_공통요구자료(Ⅱ-1)_통상교섭본부.pdf),5._2026년_국회확정_공통요구자료(Ⅱ-1)_통상교섭본부.pdf,https://www.motir.go.kr/kor/article/ATCL3f70bb6cf/48/view
3,산업통상부,,산업통상협력개발지원(ODA),1931-302,일반회계,,,100,한국산업기술진흥원,"국내 기관, 기업",2012 ~ 계속,,46413,31207,"39,357 43,331 69,584 46,413 31,207","69,584|46,413|46,413|31,207|31,207|15,206|32|68,584",,,,"- 한-베트남 산업협력(`11) 확대를 계기로 산업통상협력개발지원사업 신설(`12)․운영 * 베트남 등 개도국 대상 프로젝트, 초청연수, 개발컨설팅 등 사업 지원 * 몽골 에너지자원협력 지경부(한국)-광업에너지부(몽골) MOU 체결 * 한-캄보디아 NPCC와 기술협력 MOU 체결('11.5) * 한-에티오피아 섬유기술협력 MOU 체결('11.11, 한 지경부-산업부) - 63 - * 우즈벡 태양광 에너지 개발 협력을 위한 MOU체결(‘13.12, 산업부-재무부) * 우즈벡 섬유산업 협력을 위한 MOU체결(‘14.6, 산업부-대외경제부) * 우즈벡 농기계산업 협력을 위한 MOU체결(‘16.9, 산업부-대외경제부) * 우즈벡 전자무역플랫폼 구축 협력 협약 체결(‘17.11, 산업부-투자대외무역부) - 개도국의 산업성장 지원과 국내기업의 현지진출 지원강화를 위한 Win-Win형 산업 통상 ODA 추진 * 제1차 산업통상 ODA 마스터플랜 수립(‘14.1), 프로젝트 중심의 산업통상 ODA","1 에티오피아 농기계 R&D센터 조성 : (‘25) 3,600 → (’26 예산) 640백만원, △82.2% ◯ - (요구) 에티오피아 농기계 R&D센터 조성 및 산업기술인력(설계, 검정, 정비 등) 교육훈련, 농기계 개량 연 구 및 시범운영 기반조성 등 - (산출) 640백만원 × 출연금 100% * 교육훈련 300백만원, Farming Servie 기획/시범운영 200백만원, 사업운영 140백만원 ㅇ 2025년도 예산 및 2026년도 예산 산출 세부내역 비교 2025년 본예산 2026년 예산 예산 산출내역 예산 산출내역 ○ 기자재 500백만원 ○ 교육훈련 770백만원 ○ 교육훈련 300백만원 3,600 ○ 농기계 개량/보급 2030백만원 640 ○ Public Farming Service설계/시범운영 등 200백만원 ○ Public Farming Service설계/시범운영 등 200백만원 ○ 사업운영비 140백만원 ○ 사업운영비 100백만원 2 파라과이 자동차부품 TASK센터 조성 및 e-vehicle 시범보급 : (‘25) 3,400 → (’26 예산) 1,900백만원, △44.1% ◯ - (요구) 자동차부품 TASK센터 조성 및 운영방안 전수, 전문기술 인력 양성 교육과정 개발 등 교 육훈련, 전기차 및 충전기 등 시범보급/운행, 제도개선(안) 제공 - (산출) 1,900백만원 × 출연금 100% * 센터조성운영 958백만원, 기자재 구축 270백만원, 교육훈련 및 제도개선 549백만원, 사업운영 123백만원 ㅇ 2025년도 예산 및 2026년도 예산 산출 세부내역 비교 2025년 본예산 2026년 예",61,산업통상부 2026년도 예산 및 기금운용계획 사업설명자료(5._2026년_국회확정_공통요구자료(Ⅱ-1)_통상교섭본부.pdf),5._2026년_국회확정_공통요구자료(Ⅱ-1)_통상교섭본부.pdf,https://www.motir.go.kr/kor/article/ATCL3f70bb6cf/48/view
1,산업통상부,,통상협정국내대책추진지원,1935-301,일반회계,,,,"한국무역협회, KOTRA 등",국내 수출 중소·중견기업 등,2006 ~,해당없음,11293,11719,"14,427 13,528 12,827 11,293 11,719","12,780|11,293|11,293|11,719|11,719|426|3|12,780",,전국,,"- 2006. 8월 : 한ㆍ미 FTA 체결위원회 발족 - 2007. 5월 : FTA 국내대책위원회ㆍ대책본부 출범 - 2013. 2월 : 산업통상자원부로 조직이관 * 동시다발적으로 추진되고 있는 FTA에 대한 국내대책을 총괄적으로 지원 - 2014. 3월 : 통상조약국내대책위원회 개정 시행 * 통상조약이 국민적 지지를 바탕으로 원활히 체결·비준될 수 있도록 지원하는 모든 업무에 관한 사항을 심의 - 2015. 2월 : 한중 FTA 가서명(’15.2.25) 및 ’한중 FTA 활용 및 경쟁력 강화 방향‘ 발표 * 통상추진위원회(`14.11.26), FTA 활용촉진협의회(`14.12.23), 대외경제장관회의(`15.1.20) 등 관계부처 공동으로 수립 - 2015. 5월 : ‘한중 FTA 국내산업경쟁력 강화대책’ 수립 * 어업인 등 지원위(`15.4.22, 5.20), 농업인 등 지원위(`15.5.19), 통상조약국내대책위(`15.5.20), 대외경제장관회의(`15.5.29) - 84 - ","ㅇ 2025년도 예산 및 2026년도 예산 산출 세부내역 비교 2025년 본예산 2026년 예산 예산 산출내역 예산 산출내역 9,722 ① 중소기업 FTA 활용지원 : (`24) 11,087 → (`25) 9,722백만원(▲1,365) 9,722 ① 중소기업 FTA 활용지원 : (`25) 9,722 → (`26) 9,722백만원(-) 백만원 백만원 ㅇ FTA 종합지원센터 : (`24) 5,629 → (`25) 5,122백만원(▲507) (-) ㅇ FTA 종합지원센터 : (`25) 5,122 → (`26) 5,122백만원(-) - (요구) 수출 중소ㆍ중견기업 맞춤형 컨설팅 및 전문상담 - (요구) 중소ㆍ중견 수출기업의 FTA 활용을 통한 수출경 제공, 종합·지역 등 실적 및 건의사항을 통합 관리하기 쟁력 강화 및 수출시장 다변화 지원을 위해 OK FTA 컨 위한 全주기 FTA 통합관리시스템 구축 등 중소ㆍ중견기업 설팅, 찾아가는 FTA 서비스, 차이나데스크, 비관세장벽 FTA 활용역량 제고를 체계적으로 지원하기 위한 사업비 애로해소 지원, 전주기FTA 통합관리시스템 구축 ‧운영 등 5,122백만원 사업비 5,122백만원 - (산출) OK FTA 컨설팅 1,300백만원 - (산출) OK FTA 컨설팅 1,300백만원 찾아가는 FTA서비스 2,742백만원 찾아가는 FTA서비스 2,742백만원 차이나데스크 운영 580백만원 차이나데스크 운영 580백만원 비관세장벽 상담·컨설팅 400백만원 비관세장벽 상담·컨설팅 400백만원 전주기 FTA 통합관리시스템 구축 100백만원 전주기 FTA 통합관리시스템 구축 100백만원 ",86,산업통상부 2026년도 예산 및 기금운용계획 사업설명자료(5._2026년_국회확정_공통요구자료(Ⅱ-1)_통상교섭본부.pdf),5._2026년_국회확정_공통요구자료(Ⅱ-1)_통상교섭본부.pdf,https://www.motir.go.kr/kor/article/ATCL3f70bb6cf/48/view
2,산업통상부,,통상협정 체결 및 후속조치,1937-401,일반회계,,,,산업통상부,우리 주요 수출 기업 및 일반 국민 등,,,,,,,,전국,,"o 1998년 대외경제조정위원회에서 FTA 체결 정책을 추진키로 결정 o 2003년 9월 대외경제장관회의에서 결정된 “FTA 추진 로드맵”에 따라 FTA 본격 추진 o 2004년 3월 FTA체결절차 규정(대통령훈령) 제정 o 2004년 5월 대외경제장관회의에서 ‘FTA 추진로드맵’ 보완 o 2012년 1월 통상조약의 체결절차 및 이행에 관한 법률 제정 * 2013년 3월 정부조직법 개정으로 외교부에서 산업통상자원부 통상교섭실로 조직 및 예산 이체 o 2013년 6월 산업과 통상의 연계 강화를 기조로 한 ‘신통상로드맵’ 발표 o 2013년 9월 FTA체결절차 규정을 전부개정하여 “통상추진위원회의 설치 및 운영 등에 관한 규정” 발령 o 2015년 4월 ‘新 FTA추진전략’ 발표 o 2019년 11월 ‘향후 FTA정책 추진방향’ 발표 o 2023년 3월 EPA 추진방안 통상추진위원회 보고 o 2023년 4월 통상협정 추진계획 대외경제장관회의 보고 o 2023년 12월 기준, 21건 FT",,102,산업통상부 2026년도 예산 및 기금운용계획 사업설명자료(5._2026년_국회확정_공통요구자료(Ⅱ-1)_통상교섭본부.pdf),5._2026년_국회확정_공통요구자료(Ⅱ-1)_통상교섭본부.pdf,https://www.motir.go.kr/kor/article/ATCL3f70bb6cf/48/view
3,산업통상부,,IPEF청정경제촉진펀드조성(ODA),1937-402,일반회계,,,,산업통상부,"역내 청정인프라(ESS, 태양광 등) 개발사업을 진행하는 국내외 기업· 기관 및 펀드 지원을 받는 IPEF 참여국 정부 등",‘25년 ~ ’27년 (3년),해당없음,2100,2100,"- - - 2,100 2,100","2,100|2,100|4,418|2,100|0|0|2,100|2,100",,,,"- ‘23.11월, 우리나라는 IPEF 정상회의 계기 IPEF 청정경제 촉진펀드 조성에 합의 하고 ’27년도까지 800만불 공여 약속 * (’23.11월 대통령실 브리핑) “5천만 달러 규모의 펀드에 우리나라는 800만 달러를 공여할 계획 이며, 이를 통해 개도국 청정인프라 사업에 우리기업 참여 기회도 늘어날 것” - ‘23.12월, IPEF 청정경제 촉진펀드 조성 관련 유관기관 간담회 개최 * 수출입은행, 무역보험공사, 한국해외인프라도시개발지원공사(KIND), 플랜트산업협회 등 참석 - ‘23.12월, 사업주체인 PIDG와 펀드 운용 계획에 대한 실무협의 진행 - ’24.2월, IPEF 청정경제 촉진펀드 공여·운용 관련 관계부처·기관 회의 개최 * (정부) 기재, 외교, 국토, 환경부, (기관) 무보, 코트라, KIND, 플랜트산업협회, 해외건설협회 등 - ’24.4월, 대외경제장관회의를 통해 IPEF 청정경제 촉진펀드 공여계획 등을 포함한 <2024년 IPEF 추진계획> 안건 의","□ IPEF청정경제촉진펀드조성(ODA) : (2025 본예산) 2,100백만원 → (2026 예산) 2,100백만원, +0백만원 - (요구) IPEF 역내 청정인프라 사업에 민간투자 촉진 위해 전년 수준의 예산 요구 - (산출) 사업지원비(인태지역 청정인프라 사업에 타당성조사, 기술지원 등 형태로 지원) 1,974백만원, 행정비용 126백만원 ㅇ 2025년도 예산 및 2026년도 예산안 세부내역 비교 2025년 예산 2026년 예산 예산 산출내역 예산 산출내역 ○ 인태지역 청정인프라 사업지원 : 2,100백만원 ○ 인태지역 청정인프라 사업지원 : 2,100백만원 ㆍ 사업지원비(타당성조사, 기술지원 등 형태로 지원) : ㆍ 사업지원비(타당성조사, 기술지원 등 형태로 지원) : 2,100 2,100 $50만(지원단가)×3개사업(2차년도 지원사업 수)=1,974백만원 $50만(지원단가)×3개사업(2차년도 지원사업 수)=1,974백만원 ㆍ 행정비용: 2,100백만원×0.06=126백만원 ㆍ 행정비용: 2,100백만원×0.06=126백만원",111,산업통상부 2026년도 예산 및 기금운용계획 사업설명자료(5._2026년_국회확정_공통요구자료(Ⅱ-1)_통상교섭본부.pdf),5._2026년_국회확정_공통요구자료(Ⅱ-1)_통상교섭본부.pdf,https://www.motir.go.kr/kor/article/ATCL3f70bb6cf/48/view
4,산업통상부,,한-아세안 FTA 경제협력(ODA),1937-403,일반회계,,,,산업통상부,ASEAN 회원국,2025~계속,해당 없음,,,,,,,,"- (신규사업 추진 배경) 동 사업은 한-아세안 FTA 체결에 따라 아세안측의 요구로 ‘08년부터 외교부에서 진행되어온 사업이었으나 외교부의 요청으로 2025년부터 FTA 이행을 전담하는 산업부에서 예산 반영 - (경과) ‘08년부터 외교부는 한-ASEAN 경제협력기금 신설, 매년 50만불 규모를 국제기구분담금 형태로 아세안사무국에 기탁(‘08~‘24년까지 약 780만불 공여) * 032-2100-2131-404-340(외교통상-국제기구분담금-국제기구분담금사업금납부(ODA)-해외이전)","ㅇ (산출근거) 물량 및 단가와 무관하게 한-아세안 기본협정문(3.1조)과 한-ASEAN FTA 경제협력기금 TOR(TERMS OF REFERENCE) 제3.2항에 매년 50만불로 우 리나라의 기여를 명시함 - 외교부에서 ’08년 이래 매년 50만불을 기여(2023년 30만불)하였고, ‘26년도 50만불 (50만불 × 1,380원/달러 = 690백만원) 기여 예정",121,산업통상부 2026년도 예산 및 기금운용계획 사업설명자료(5._2026년_국회확정_공통요구자료(Ⅱ-1)_통상교섭본부.pdf),5._2026년_국회확정_공통요구자료(Ⅱ-1)_통상교섭본부.pdf,https://www.motir.go.kr/kor/article/ATCL3f70bb6cf/48/view
1,산업통상부,,통상분쟁대응,1936-401,일반회계,,,,산업통상부 / 대한상공회의소 등(민간보조),우리 기업 및 국민 등(수혜자 특정불가),1999 ~ (계속),해당사항 없음,18031,15432,"21,935 22,854 21,411 18,031 15,432","49,608|89,343|89,343|58,817|58,817|30,526|34|35",,전국,,"- 사업 시작년도, 추진배경, 부처별 중점과제, 대통령 공약사항 등 - (123대 국정과제) 37. 통상으로 지키는 국익, 흔들림 없는 경제안보 - 사업 신설연도 : 1999년 ※ 1995년 WTO 체제 출범 이후, 회원국간 무역 분쟁은 WTO 분쟁해결절차 규정(DSU)에 의거, WTO 패널 및 상소기구 절차를 통해 해결하고 있으며, 이를 위해 통상분쟁대응 사업 신설 ㅇ 수입규제 대응강화(내역) 신설 : 2019년 ㅇ 통상정책 홍보 및 대응 - ‘06.08월 한·미 FTA 체결위원회 발족 - ‘07.05월 FTA 국내대책위원회ㆍ대책본부 출범 - ‘13.02월 산업통상자원부로 조직이관 * 동시다발적으로 추진되고 있는 FTA에 대한 국내대책을 총괄적으로 지원 - ‘14.03월 통상조약국내대책위원회 개정 시행 * 통상조약이 국민적 지지를 바탕으로 원활히 체결·비준될 수 있도록 지원하는 모든 업무에 관한 사항을 심의 - ‘15.02월 한중 FTA 가서명(‘15.2.25) 및 ’한중 FTA ","□ 통상분쟁대응 : (2025년 본예산) 18,031백만원 → (2026년 예산) 15,432백만원, 2,599백만원 감액 (1) 통상분쟁 및 잠재분쟁 대응 : (2025년 본예산) 11,566백만원 → (2026년 예산) 8,047백만원, △30.4% - (요구) WTO 상소기구 기능 마비 등 반영, 법률검토비 등 일부 항목을 감액, 전년 대비 △30.4% 감액 금액 요구 ㆍ단, 美 트럼프 2기 행정부 출범 이후, 여타국 수입규제 증가에 따른 각국의 WTO 및 개별국 차원의 제소 검토 중인 상황을 감안, 우리 기업이익 보호를 위한 분쟁 관련 검토예산의 안정적 확보 필요 - (산출) ㆍ분쟁 관련 법률검토비 : 7,189백만원 ㆍ국내외 이해관계자 아웃리치 : 158백만원 ㆍ국제분행해결 지원기관 국내 인프라 확충 : 700백만원 (2) WTO 모의재판 : (2025년 본예산) 38백만원 → (2026년 예산) 38백만원, 전년동 - (요구) WTO 분쟁 등 국제통상 분쟁 관련 미래 세대 양성을 위한 연례 행사 소요예산 - (산출) ㆍ제17회 WTO모의재판대회 개최 : 38백만원 (3) 수입규제 대응강화 : (2025년 본예산) 3,675백만원 → (2026년 예산) 4,595백만원, +25.0% - (요구) 美 트럼프 행정부 하 각국의 수입규제 증가 및 WTO 등 다자무대 공조 요청 등에 대응, 관련 법률검토비, 국내 업계 지원, 국내외 관계자 아웃리치 관련 예산 전반 증액 소요* 발생, 전년 대비 + 25.0% 증액 요청 * 트럼프 행정부 출범 전후, 우리 피해 업계 파악 및 간담회‧설명회 등 매주 2~3차례 ",132,산업통상부 2026년도 예산 및 기금운용계획 사업설명자료(5._2026년_국회확정_공통요구자료(Ⅱ-1)_통상교섭본부.pdf),5._2026년_국회확정_공통요구자료(Ⅱ-1)_통상교섭본부.pdf,https://www.motir.go.kr/kor/article/ATCL3f70bb6cf/48/view
1,산업통상부,,대한상사중재원지원,1136-301,일반회계,,,,대한상사중재원,"무역업체, 중소기업 및 소상공인 등",‘93년 ~ 계속,해당 없음,743,669,918 918 826 743 669,826|743|743|669|669|74|10|826,,전국,,- ’66. 3. : 대한상공회의소내 국제상사중재위원회 창립 - ’70. 3. : 사단법인 대한상사중재협회 설립 - ’80. 8. : 사단법인 대한상사중재원으로 개편 - ’93. 1. ~ : 국고지원,"① 중재사업지원 : (’25) 613 → (‘26) 539백만원, △12.07% - (요구) 신속‧저렴한 중재서비스 제공, 기업 대상 교육 및 설명회 개최 등 중재 저변 확대 등을 위해 539백만원 요구 - (산출) 중재판정비 및 절차진행비 등 : 300백만원 (1,000천원×300건) 국내중재저변 확대 및 절차이용안내 : 89백만원 (89백만원×1년) 전산시스템 유지보수 : 150백만원 (150백만원×1년) ② 알선ㆍ상담사업지원 : (‘25) 130 → (’26) 130백만원 - (요구) 상대적으로 법률 제도에 접근이 어려운 기업 등에게 무료로 알선‧상담 서비스를 제공할 수 있도록 130백만원 요구 - (산출) 알선ㆍ상담 등 절차 진행비 등 : 130백만원 (10천원×13,000건) <2025년도 및 2026년도 예산 산출 세부내역 비교> ’25년 예산 ’26년 예산 예산 산출내역 예산 산출내역 ○ 중재사업지원비 : 613백만원 ○ 중재사업지원비 : 539백만원 가. 중재판정비 및 절차진행비 등 가. 중재판정비 및 절차진행비 등 : 1,000천원×313건=313백만원 : 1,000천원×300건=300백만원 나. 국내중재저변 확대 및 절차이용안내 나. 국내중재저변 확대 및 절차이용안내 : 150백만원×1년=150백만원 : 89백만원×1년=89백만원 743 669 다. 전산시스템 유지보수 다. 전산시스템 유지보수 : 150백만원×1년=150백만원 : 150백만원×1년=150백만원 ○ 알선‧상담사업지원비 : 130백만원 ○ 알선‧상담사업지원비 : 130백만원 가. 알선‧상담 등 절차진행비 등 가. 알선‧상담 등 ",182,산업통상부 2026년도 예산 및 기금운용계획 사업설명자료(5._2026년_국회확정_공통요구자료(Ⅱ-1)_통상교섭본부.pdf),5._2026년_국회확정_공통요구자료(Ⅱ-1)_통상교섭본부.pdf,https://www.motir.go.kr/kor/article/ATCL3f70bb6cf/48/view
2,산업통상부,,전시산업경쟁력강화지원,1139-301,일반회계,,,,한국전시산업진흥회,"전시사업자(주최, 디자인, 서비스) 및 수출 중소·중견기업",계속(‘00년~),,10931,6966,"8,347 7,347 6,980 10,931 6,966","6,980|6,631|10,931|6,450|6,966|335|5|6,980",,,,"- 사업 시작년도, 추진배경, 부처별 중점과제, 대통령 공약사항 등 - ’98년 무역전시산업 육성방안 기본계획 수립 - ’04.6월 전시산업 경쟁력강화대책 확정ㆍ발표(경제장관간담회) - ’05.4월 전시ㆍ컨벤션산업 국가전략산업육성 VIP 표명(KINTEX 개장식) - ’08.5월 글로벌 TOP 전시회 육성 및 전시장 확충 필요성 보고(1차 무역투자진흥회의) - ’08.11월 해외유력바이어 유치를 통한 수출지원 확대방안 보고(2차 무역투자진흥회의) - ’08.12월 ‘제1차 전시산업발전 기본계획(5년)’ 확정ㆍ발표 - ’09.11월 ‘해외바이어가 찾아오는 무역전시회 육성방안’ 수립ㆍ시행 - ’10.6월 ‘전시ㆍ회의산업 발전방안’ 발표(국가경쟁력강화위원회) - ’14.8월 ‘제2차 전시산업발전 기본계획(5년)’ 확정ㆍ발표 - ’20.6월 코로나19 대응 및 수출확대를 위한 ‘전시산업 활력제고방안’ 수립(확대무역전략조정회의) - ’21.11월 코로나19 손실보상 비대상업체 지원방안(전시업","□ 전시산업경쟁력강화지원 : (2025 추경) 10,931백만원 → (2026 예산) 6,966백만원, (3,965백만원 감액) (2025 본예산 6,631백만원 → 제2회 추경 10,931백만원) ① 국내전시회 개최지원 : (2025 추경) 9,116백만원 → (2026 예산) 5,332백만원, (3,784백만원 감액) (2025 본예산 4,816백만원 → 제2회 추경 9,116백만원) - (요구) 국내 중소ㆍ중견기업 수출마케팅 기회가 확대될 수 있도록 국내 전시회의 대형화, 국제화, 전문화, 지역특화 지원을 위한 사업비 5,332백만원 요구 - (산출) 5,332백만원 = 1,326백만원 + 500백만원 + 756백만원 + 2,516백만원 + 234백만원 ㆍ 우수무역전시회: 1,326백만원=23개×115,백만원×50% ㆍ 글로벌브랜드전시회: 500백만원=5개×200백만원×50% ㆍ 전략전시회: 756백만원=5개×189백만원×80% ㆍ 지역특화전시회: 2,516백만원=23개×220백만원×50% ㆍ 국내전시회개최지원 평가관리: 234백만원 ② 전시산업 기반구축 : (2025 본예산) 1,815백만원 → (2026 예산) 1,634백만원, (181백만원 감액) - (요구) 전시산업 경쟁력 강화를 위한 기반구축, 해외전시회 지원사업 성과의 체계적 평가 및 국제협력 등 추진을 위한 사업비 1,634백만원 요구 - (산출) 1,634백만원 = 1,229백만원 + 315백만원 + 90백만원 ㆍ 기반구축강화(1,229백만원) : 통계 등 전시기반구축 849백만원 + 전시사업자 해외업체 유치지원 60백만원 + 친환경 전시",195,산업통상부 2026년도 예산 및 기금운용계획 사업설명자료(5._2026년_국회확정_공통요구자료(Ⅱ-1)_통상교섭본부.pdf),5._2026년_국회확정_공통요구자료(Ⅱ-1)_통상교섭본부.pdf,https://www.motir.go.kr/kor/article/ATCL3f70bb6cf/48/view
3,산업통상부,,수출경쟁력강화지원,1139-305,일반회계,,,,대한무역투자진흥공사,중소·중견기업,’14년～계속,해당없음,47501,41404,"37,185 37,185 42,612 47,501 41,404","42,612|43,911|47,501|41,404|41,404|2,507|5|42,612",,,,"- ’62년 무역진흥 등을 위해 대한무역진흥공사 설립 - ’95년『대한무역투자진흥공사』로 명칭을 변경하고 ‘외국인투자유치’, ‘산업기술 협력지원’ 기능을 추가하여 국가무역투자진흥기관(TPO)으로 출범 - ’08년 정부의 ’해외마케팅 지원창구 일원화‘ 조치에 따라 해외마케팅 활동을 KOTRA로 단일화 - ’14년부터 대한무역투자진흥공사(단위사업)의 세부사업으로 '중소·중견기업 수출 경쟁력강화' 신설 (’18년부터 “수출경쟁력강화지원”으로 사업명 변경) - ‘24년 글로벌기술컨설팅 사업 종료","□ 수출경쟁력강화지원 : (2025 추경) 47,501백만원 → (2026 예산) 41,404백만원, 6,097백만원 감액 (2025 본예산 43,911백만원 → 제2회 추경 47,501백만원) ① 해외전시회(단체) : (2025 본예산) 31,733백만원 → (2026) 31,733백만원, 전년동 - (요구) 해외 유망전시회에 중소‧중견기업들을 모집하여 한국관을 구성하고, 필요 경비 지원 및 부대행사 추진, 온‧오프라인 해외마케팅, 행정서비스 제공 등 - (산출) 31,733백만원 (3,002개사 × 15.1백만원 × 70%) ㅇ 2025년도 본예산 및 2026년도 예산 산출 세부내역 비교 2025년 본예산 2026년 예산 예산 산출내역 예산 산출내역 해외전시회 ○ 민간경상보조(320-01) : 31,733백만원 해외전시회 ○ 민간경상보조(320-01) : 31,733백만원 (단체) (단체) 가. 단체참가 해외전시회 지원(31,733백만원) 가. 단체참가 해외전시회 지원(31,733백만원) 31,733 ㆍ 3,002개사×15.1백만원×70%=31,733백만원 31,733 ㆍ 3,002개사×15.1백만원×70%=31,733백만원 ② 해외전시회(개별) : (2025 추경) 12,775백만원 → (2026 예산) 7,346백만원, 5,429백만원 감액 (2025 본예산 9,185백만원 → 제2회 추경 12,775백만원) - (요구) 중소‧중견기업이 자체 니즈와 업종특성을 고려하여 개별적으로 참가한 해외전시회의 직접경비, 마케팅비용 등을 일정 한도 내에서 사후 지원 - (산출) 7,346백만원(1,166개사 × 6",203,산업통상부 2026년도 예산 및 기금운용계획 사업설명자료(5._2026년_국회확정_공통요구자료(Ⅱ-1)_통상교섭본부.pdf),5._2026년_국회확정_공통요구자료(Ⅱ-1)_통상교섭본부.pdf,https://www.motir.go.kr/kor/article/ATCL3f70bb6cf/48/view
4,산업통상부,,수출지원기반활용,1139-307,일반회계,,,,대한무역투자진흥공사,중소‧중견기업,‘17년 ~ 계속,해당 없음,180171,181074,"88,572 77,394 86,394 180,171 181,074","86,394|91,364|180,171|181,074|181,074|89,710|98|86,394",,,,"- ’62년 무역진흥 등을 위해 대한무역진흥공사 설립 - ’17년 중소기업의 수출서비스 선택권 제고, 서비스 공급자간 경쟁 활성화를 위해 ‘바우처’ 형태의 ‘수출지원기반활용’사업 도입 * 지사화사업, 전시회 단체 및 개별참가, 월드챔프 수출경쟁력강화지원에서 이관 - ’19년 사업 효율화를 위해 내역사업 조정, ‘해외전시회(단체, 개별참가)’ 사업 이관, ‘중견기업 수출역량강화’ 사업 추가 - ’20년 바우처 세부 프로그램을 개편, ‘중견기업 및 산업’ 중심으로 변경 - ’21년 수출물류지원(물류전용바우처) 추경 편성 후 ‘22년 본예산 편입 - ’23년 소부장, 소비재, 서비스, 그린 등 산업별 바우처를 산업글로벌진출역량강화 바우처로 통합 - ’24년 수출물류지원(물류전용바우처) 일몰 - ‘25년 관세대응바우처 추경 편성 후 ’26년 본예산 편입, ‘긴급지원바우처’ - ‘26년 K-수출스타 500 편성 - 210 -","□ 수출지원기반활용 : (2025 추경) 180,171백만원 → (2026 예산) 181,074백만원, 903백만원 증액 (2025 본예산 91,364백만원 → 제1회 추경 180,171백만원) ① 통합지원사업 : (2025 추경) 150,435백만원 → (2026 예산) 154,312백만원, 3,877백만원 증액 (2025 본예산 61,628백만원 → 제1회 추경 150,435백만원) - (요구) 산업별 중소·중견기업 수출경쟁력 강화를 위한 수출바우처 지원 - (산출) 중견기업 수출역량 강화 23,670백만원, 산업 글로벌 진출역량 강화 130,064백만원*, 수출바우처통합관리 578백만원 * (산업글로벌진출역량강화) 기회시장패키지 신설, 기회시장 진출지원 강화 * (긴급지원바우처) 무역장벽 심화로 수출 애로가 있는 기업의 안정적 지원을 위해, 추경관세대응 바우처 사업 정규화. 바우처 발급한도 확대, 물류비 지원 강화 등 수출 애로기업 비용부담 완화 * (K-수출스타 500) 10대 품목 중소·중견기업 100개사 선정, 프리미엄 해외마케팅, 인증·특허, Post R&D 등 수출중추기업 육성 패키지 지원 - 211 - ㅇ 2025년도 추가경정예산 및 2026년도 예산 산출 세부내역 비교 2025년 제1회 추가경정예산 2026년 예산 예산 산출내역 예산 산출내역 ○ 민간경상보조(320-01) : 150,435백만원 ○ 민간경상보조(320-01) : 154,312백만원 가. 중견기업 수출역량강화(25,000백만원) 가. 중견기업 수출역량강화(23,670백만원) ㆍ 326개사×153백만원×50%=25,000백만원 ",213,산업통상부 2026년도 예산 및 기금운용계획 사업설명자료(5._2026년_국회확정_공통요구자료(Ⅱ-1)_통상교섭본부.pdf),5._2026년_국회확정_공통요구자료(Ⅱ-1)_통상교섭본부.pdf,https://www.motir.go.kr/kor/article/ATCL3f70bb6cf/48/view
